path,class,n_class
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_42.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_43.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_44.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_45.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_46.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_47.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_48.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_49.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_50.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_51.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_52.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_53.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_54.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_55.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_56.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_57.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_58.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_59.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_60.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_61.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_62.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_63.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_64.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_65.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_66.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_67.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_68.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_69.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_70.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_71.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_72.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_73.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_74.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_75.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_76.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_77.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_78.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_79.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_80.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_81.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_82.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_83.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_84.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_85.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_86.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_87.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_88.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_89.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_90.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_91.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_92.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_93.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_94.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_95.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_96.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_97.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_98.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_99.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_100.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_101.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_102.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_103.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_104.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_105.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_106.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_107.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_108.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_109.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_110.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_111.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_112.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_113.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_114.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_115.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_116.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_117.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_118.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_119.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_120.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_121.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_122.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_123.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_124.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_125.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_126.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_127.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_128.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_129.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_130.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_131.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_132.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_133.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_134.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_135.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_136.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_137.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_138.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_139.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_140.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_141.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_142.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_143.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_144.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_145.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_146.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_147.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_148.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_149.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_150.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_151.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_152.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_153.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_154.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_155.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_156.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_157.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_158.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_159.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_160.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_161.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_162.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_163.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_164.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_165.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_166.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_167.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_168.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_169.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_170.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_171.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_172.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_173.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_174.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_175.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_176.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_177.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_178.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_179.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_180.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_181.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_182.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_183.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_184.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_185.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_186.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_187.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_188.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_189.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_190.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_191.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_192.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_193.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_194.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_195.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_196.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_197.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_198.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_199.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_200.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_201.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_202.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_203.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_204.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_205.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_206.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_207.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_208.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_209.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_210.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_211.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_212.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_213.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_214.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_215.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_216.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_217.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_218.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_219.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_220.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_221.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_222.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_223.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_224.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_225.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_226.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_227.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_228.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_229.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_230.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_231.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_232.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_233.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_234.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_235.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_236.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_237.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_238.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_239.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_240.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_241.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_242.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_243.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_244.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_245.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_246.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_247.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_248.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_249.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_250.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_251.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_252.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_253.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_254.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_255.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_256.jpg,Ac,0
/data/mandonaire/Cloudappreciationsociety/filtered_images_data_aug/train/Ac/Ac_257.jpg,Ac,0
